video,ds_idx,frame_t,iou,gt_area,pred_area,area_ratio,center_err,w_err,h_err,gt_ar,pred_ar,size_cat,err_type,gt_x1,gt_y1,gt_x2,gt_y2,pred_x1,pred_y1,pred_x2,pred_y2
lion_cub_1,2741,2,0.8982,0.117485,0.126205,1.074,0.0073,0.0036,0.0246,0.727,0.694,medium,good,0.3662,0.3569,0.6585,0.7588,0.3716,0.3455,0.6675,0.772
lion_cub_1,2741,3,0.9095,0.111929,0.110881,0.991,0.0157,-0.0067,0.008,0.56,0.535,medium,good,0.3893,0.3745,0.6397,0.8216,0.3906,0.355,0.6343,0.8101
lion_cub_1,2741,4,0.8919,0.087682,0.086263,0.984,0.0101,0.0023,-0.012,0.455,0.473,medium,good,0.396,0.3647,0.5956,0.8039,0.386,0.3657,0.5879,0.793
lion_cub_1,2742,0,0.9124,0.128667,0.140655,1.093,0.0022,0.0031,0.0326,0.828,0.772,medium,good,0.3243,0.3373,0.6507,0.7314,0.3247,0.3218,0.6543,0.7485
lion_cub_1,2742,1,0.8982,0.117485,0.126205,1.074,0.0073,0.0036,0.0246,0.727,0.694,medium,good,0.3662,0.3569,0.6585,0.7588,0.3716,0.3455,0.6675,0.772
lion_cub_1,2742,2,0.9095,0.111929,0.110881,0.991,0.0157,-0.0067,0.008,0.56,0.535,medium,good,0.3893,0.3745,0.6397,0.8216,0.3906,0.355,0.6343,0.8101
lion_cub_1,2742,3,0.8919,0.087682,0.086263,0.984,0.0101,0.0023,-0.012,0.455,0.473,medium,good,0.396,0.3647,0.5956,0.8039,0.386,0.3657,0.5879,0.793
lion_cub_1,2742,4,0.8956,0.072999,0.076541,1.049,0.0143,0.0077,0.0015,0.411,0.428,medium,good,0.3893,0.382,0.5625,0.8036,0.3845,0.3669,0.5654,0.79
lion_cub_1,2743,0,0.8982,0.117485,0.126205,1.074,0.0073,0.0036,0.0246,0.727,0.694,medium,good,0.3662,0.3569,0.6585,0.7588,0.3716,0.3455,0.6675,0.772
lion_cub_1,2743,1,0.9095,0.111929,0.110881,0.991,0.0157,-0.0067,0.008,0.56,0.535,medium,good,0.3893,0.3745,0.6397,0.8216,0.3906,0.355,0.6343,0.8101
lion_cub_1,2743,2,0.8919,0.087682,0.086263,0.984,0.0101,0.0023,-0.012,0.455,0.473,medium,good,0.396,0.3647,0.5956,0.8039,0.386,0.3657,0.5879,0.793
lion_cub_1,2743,3,0.8956,0.072999,0.076541,1.049,0.0143,0.0077,0.0015,0.411,0.428,medium,good,0.3893,0.382,0.5625,0.8036,0.3845,0.3669,0.5654,0.79
lion_cub_1,2743,4,0.8984,0.113622,0.10547,0.928,0.009,-0.0181,-0.0005,0.579,0.538,medium,good,0.3604,0.3949,0.6167,0.8381,0.374,0.3875,0.6123,0.8301
lion_cub_1,2744,0,0.9095,0.111929,0.110881,0.991,0.0157,-0.0067,0.008,0.56,0.535,medium,good,0.3893,0.3745,0.6397,0.8216,0.3906,0.355,0.6343,0.8101
lion_cub_1,2744,1,0.8919,0.087682,0.086263,0.984,0.0101,0.0023,-0.012,0.455,0.473,medium,good,0.396,0.3647,0.5956,0.8039,0.386,0.3657,0.5879,0.793
lion_cub_1,2744,2,0.8956,0.072999,0.076541,1.049,0.0143,0.0077,0.0015,0.411,0.428,medium,good,0.3893,0.382,0.5625,0.8036,0.3845,0.3669,0.5654,0.79
lion_cub_1,2744,3,0.8984,0.113622,0.10547,0.928,0.009,-0.0181,-0.0005,0.579,0.538,medium,good,0.3604,0.3949,0.6167,0.8381,0.374,0.3875,0.6123,0.8301
lion_cub_1,2744,4,0.9361,0.101458,0.095304,0.939,0.0067,-0.0119,-0.0045,0.539,0.517,medium,good,0.3836,0.4018,0.6174,0.8358,0.3958,0.4016,0.6177,0.8311
lion_cub_1,2745,0,0.8919,0.087682,0.086263,0.984,0.0101,0.0023,-0.012,0.455,0.473,medium,good,0.396,0.3647,0.5956,0.8039,0.386,0.3657,0.5879,0.793
lion_cub_1,2745,1,0.8956,0.072999,0.076541,1.049,0.0143,0.0077,0.0015,0.411,0.428,medium,good,0.3893,0.382,0.5625,0.8036,0.3845,0.3669,0.5654,0.79
lion_cub_1,2745,2,0.8984,0.113622,0.10547,0.928,0.009,-0.0181,-0.0005,0.579,0.538,medium,good,0.3604,0.3949,0.6167,0.8381,0.374,0.3875,0.6123,0.8301
lion_cub_1,2745,3,0.9361,0.101458,0.095304,0.939,0.0067,-0.0119,-0.0045,0.539,0.517,medium,good,0.3836,0.4018,0.6174,0.8358,0.3958,0.4016,0.6177,0.8311
lion_cub_1,2745,4,0.9296,0.096555,0.09452,0.979,0.008,-1e-04,-0.0089,0.516,0.527,medium,good,0.3086,0.4064,0.5318,0.8389,0.3037,0.4045,0.5269,0.8281
lion_cub_1,2746,0,0.8956,0.072999,0.076541,1.049,0.0143,0.0077,0.0015,0.411,0.428,medium,good,0.3893,0.382,0.5625,0.8036,0.3845,0.3669,0.5654,0.79
lion_cub_1,2746,1,0.8984,0.113622,0.10547,0.928,0.009,-0.0181,-0.0005,0.579,0.538,medium,good,0.3604,0.3949,0.6167,0.8381,0.374,0.3875,0.6123,0.8301
lion_cub_1,2746,2,0.9361,0.101458,0.095304,0.939,0.0067,-0.0119,-0.0045,0.539,0.517,medium,good,0.3836,0.4018,0.6174,0.8358,0.3958,0.4016,0.6177,0.8311
lion_cub_1,2746,3,0.9296,0.096555,0.09452,0.979,0.008,-1e-04,-0.0089,0.516,0.527,medium,good,0.3086,0.4064,0.5318,0.8389,0.3037,0.4045,0.5269,0.8281
lion_cub_1,2746,4,0.9071,0.104121,0.109917,1.056,0.0127,0.0104,0.0037,0.459,0.477,medium,good,0.2952,0.3673,0.5138,0.8436,0.2876,0.353,0.5166,0.833
lion_cub_1,2747,0,0.8984,0.113622,0.10547,0.928,0.009,-0.0181,-0.0005,0.579,0.538,medium,good,0.3604,0.3949,0.6167,0.8381,0.374,0.3875,0.6123,0.8301
lion_cub_1,2747,1,0.9361,0.101458,0.095304,0.939,0.0067,-0.0119,-0.0045,0.539,0.517,medium,good,0.3836,0.4018,0.6174,0.8358,0.3958,0.4016,0.6177,0.8311
lion_cub_1,2747,2,0.9296,0.096555,0.09452,0.979,0.008,-1e-04,-0.0089,0.516,0.527,medium,good,0.3086,0.4064,0.5318,0.8389,0.3037,0.4045,0.5269,0.8281
lion_cub_1,2747,3,0.9071,0.104121,0.109917,1.056,0.0127,0.0104,0.0037,0.459,0.477,medium,good,0.2952,0.3673,0.5138,0.8436,0.2876,0.353,0.5166,0.833
lion_cub_1,2747,4,0.9358,0.087057,0.088104,1.012,0.0064,0.0014,0.0022,0.527,0.527,medium,good,0.3093,0.3483,0.5234,0.7548,0.3147,0.3491,0.5303,0.7578
lion_cub_1,2748,0,0.9361,0.101458,0.095304,0.939,0.0067,-0.0119,-0.0045,0.539,0.517,medium,good,0.3836,0.4018,0.6174,0.8358,0.3958,0.4016,0.6177,0.8311
lion_cub_1,2748,1,0.9296,0.096555,0.09452,0.979,0.008,-1e-04,-0.0089,0.516,0.527,medium,good,0.3086,0.4064,0.5318,0.8389,0.3037,0.4045,0.5269,0.8281
lion_cub_1,2748,2,0.9071,0.104121,0.109917,1.056,0.0127,0.0104,0.0037,0.459,0.477,medium,good,0.2952,0.3673,0.5138,0.8436,0.2876,0.353,0.5166,0.833
lion_cub_1,2748,3,0.9358,0.087057,0.088104,1.012,0.0064,0.0014,0.0022,0.527,0.527,medium,good,0.3093,0.3483,0.5234,0.7548,0.3147,0.3491,0.5303,0.7578
lion_cub_1,2748,4,0.9266,0.073997,0.068569,0.927,0.0061,-0.004,-0.0216,0.426,0.439,medium,good,0.3231,0.3259,0.5008,0.7424,0.3257,0.3306,0.4993,0.7256
lion_cub_1,2749,0,0.9296,0.096555,0.09452,0.979,0.008,-1e-04,-0.0089,0.516,0.527,medium,good,0.3086,0.4064,0.5318,0.8389,0.3037,0.4045,0.5269,0.8281
lion_cub_1,2749,1,0.9071,0.104121,0.109917,1.056,0.0127,0.0104,0.0037,0.459,0.477,medium,good,0.2952,0.3673,0.5138,0.8436,0.2876,0.353,0.5166,0.833
lion_cub_1,2749,2,0.9358,0.087057,0.088104,1.012,0.0064,0.0014,0.0022,0.527,0.527,medium,good,0.3093,0.3483,0.5234,0.7548,0.3147,0.3491,0.5303,0.7578
lion_cub_1,2749,3,0.9266,0.073997,0.068569,0.927,0.0061,-0.004,-0.0216,0.426,0.439,medium,good,0.3231,0.3259,0.5008,0.7424,0.3257,0.3306,0.4993,0.7256
lion_cub_1,2749,4,0.9492,0.081936,0.081177,0.991,0.0047,-0.0039,0.0073,0.338,0.325,medium,good,0.2885,0.2542,0.4548,0.7469,0.2874,0.2471,0.4497,0.7471
lion_cub_1,2750,0,0.9071,0.104121,0.109917,1.056,0.0127,0.0104,0.0037,0.459,0.477,medium,good,0.2952,0.3673,0.5138,0.8436,0.2876,0.353,0.5166,0.833
lion_cub_1,2750,1,0.9358,0.087057,0.088104,1.012,0.0064,0.0014,0.0022,0.527,0.527,medium,good,0.3093,0.3483,0.5234,0.7548,0.3147,0.3491,0.5303,0.7578
lion_cub_1,2750,2,0.9266,0.073997,0.068569,0.927,0.0061,-0.004,-0.0216,0.426,0.439,medium,good,0.3231,0.3259,0.5008,0.7424,0.3257,0.3306,0.4993,0.7256
lion_cub_1,2750,3,0.9492,0.081936,0.081177,0.991,0.0047,-0.0039,0.0073,0.338,0.325,medium,good,0.2885,0.2542,0.4548,0.7469,0.2874,0.2471,0.4497,0.7471
lion_cub_1,2750,4,0.9042,0.075114,0.072988,0.972,0.0077,-0.0055,0.0023,0.36,0.346,medium,good,0.3068,0.2419,0.4712,0.6988,0.3169,0.2429,0.4758,0.7021
lion_cub_1,2751,0,0.9358,0.087057,0.088104,1.012,0.0064,0.0014,0.0022,0.527,0.527,medium,good,0.3093,0.3483,0.5234,0.7548,0.3147,0.3491,0.5303,0.7578
lion_cub_1,2751,1,0.9266,0.073997,0.068569,0.927,0.0061,-0.004,-0.0216,0.426,0.439,medium,good,0.3231,0.3259,0.5008,0.7424,0.3257,0.3306,0.4993,0.7256
lion_cub_1,2751,2,0.9492,0.081936,0.081177,0.991,0.0047,-0.0039,0.0073,0.338,0.325,medium,good,0.2885,0.2542,0.4548,0.7469,0.2874,0.2471,0.4497,0.7471
lion_cub_1,2751,3,0.9042,0.075114,0.072988,0.972,0.0077,-0.0055,0.0023,0.36,0.346,medium,good,0.3068,0.2419,0.4712,0.6988,0.3169,0.2429,0.4758,0.7021
lion_cub_1,2751,4,0.8528,0.071965,0.079135,1.1,0.0172,0.0147,-1e-04,0.302,0.332,medium,good,0.3093,0.2083,0.4567,0.6965,0.3096,0.2238,0.4717,0.7119
lion_cub_1,2752,0,0.9266,0.073997,0.068569,0.927,0.0061,-0.004,-0.0216,0.426,0.439,medium,good,0.3231,0.3259,0.5008,0.7424,0.3257,0.3306,0.4993,0.7256
lion_cub_1,2752,1,0.9492,0.081936,0.081177,0.991,0.0047,-0.0039,0.0073,0.338,0.325,medium,good,0.2885,0.2542,0.4548,0.7469,0.2874,0.2471,0.4497,0.7471
lion_cub_1,2752,2,0.9042,0.075114,0.072988,0.972,0.0077,-0.0055,0.0023,0.36,0.346,medium,good,0.3068,0.2419,0.4712,0.6988,0.3169,0.2429,0.4758,0.7021
lion_cub_1,2752,3,0.8528,0.071965,0.079135,1.1,0.0172,0.0147,-1e-04,0.302,0.332,medium,good,0.3093,0.2083,0.4567,0.6965,0.3096,0.2238,0.4717,0.7119
lion_cub_1,2752,4,0.941,0.06993,0.074311,1.063,0.006,0.0035,0.0177,0.343,0.338,medium,good,0.2935,0.2744,0.4485,0.7256,0.2915,0.2595,0.45,0.7285
lion_cub_1,2753,0,0.9492,0.081936,0.081177,0.991,0.0047,-0.0039,0.0073,0.338,0.325,medium,good,0.2885,0.2542,0.4548,0.7469,0.2874,0.2471,0.4497,0.7471
lion_cub_1,2753,1,0.9042,0.075114,0.072988,0.972,0.0077,-0.0055,0.0023,0.36,0.346,medium,good,0.3068,0.2419,0.4712,0.6988,0.3169,0.2429,0.4758,0.7021
lion_cub_1,2753,2,0.8528,0.071965,0.079135,1.1,0.0172,0.0147,-1e-04,0.302,0.332,medium,good,0.3093,0.2083,0.4567,0.6965,0.3096,0.2238,0.4717,0.7119
lion_cub_1,2753,3,0.941,0.06993,0.074311,1.063,0.006,0.0035,0.0177,0.343,0.338,medium,good,0.2935,0.2744,0.4485,0.7256,0.2915,0.2595,0.45,0.7285
lion_cub_1,2753,4,0.8784,0.081665,0.075122,0.92,0.0116,-0.0143,0.0012,0.367,0.336,medium,good,0.2721,0.2833,0.4453,0.7548,0.2837,0.272,0.4426,0.7446
lion_cub_1,2754,0,0.9042,0.075114,0.072988,0.972,0.0077,-0.0055,0.0023,0.36,0.346,medium,good,0.3068,0.2419,0.4712,0.6988,0.3169,0.2429,0.4758,0.7021
lion_cub_1,2754,1,0.8528,0.071965,0.079135,1.1,0.0172,0.0147,-1e-04,0.302,0.332,medium,good,0.3093,0.2083,0.4567,0.6965,0.3096,0.2238,0.4717,0.7119
lion_cub_1,2754,2,0.941,0.06993,0.074311,1.063,0.006,0.0035,0.0177,0.343,0.338,medium,good,0.2935,0.2744,0.4485,0.7256,0.2915,0.2595,0.45,0.7285
lion_cub_1,2754,3,0.8784,0.081665,0.075122,0.92,0.0116,-0.0143,0.0012,0.367,0.336,medium,good,0.2721,0.2833,0.4453,0.7548,0.2837,0.272,0.4426,0.7446
lion_cub_1,2754,4,0.8806,0.096347,0.088305,0.917,0.0116,-0.014,-0.004,0.346,0.322,medium,good,0.3269,0.2844,0.5096,0.8119,0.3252,0.2788,0.4939,0.8022
lion_cub_1,2755,0,0.8528,0.071965,0.079135,1.1,0.0172,0.0147,-1e-04,0.302,0.332,medium,good,0.3093,0.2083,0.4567,0.6965,0.3096,0.2238,0.4717,0.7119
lion_cub_1,2755,1,0.941,0.06993,0.074311,1.063,0.006,0.0035,0.0177,0.343,0.338,medium,good,0.2935,0.2744,0.4485,0.7256,0.2915,0.2595,0.45,0.7285
lion_cub_1,2755,2,0.8784,0.081665,0.075122,0.92,0.0116,-0.0143,0.0012,0.367,0.336,medium,good,0.2721,0.2833,0.4453,0.7548,0.2837,0.272,0.4426,0.7446
lion_cub_1,2755,3,0.8806,0.096347,0.088305,0.917,0.0116,-0.014,-0.004,0.346,0.322,medium,good,0.3269,0.2844,0.5096,0.8119,0.3252,0.2788,0.4939,0.8022
lion_cub_1,2755,4,0.8729,0.069063,0.070477,1.02,0.0075,-0.0046,0.022,0.368,0.34,medium,good,0.3446,0.2889,0.5039,0.7223,0.3398,0.2805,0.4946,0.7358
lion_cub_1,2756,0,0.941,0.06993,0.074311,1.063,0.006,0.0035,0.0177,0.343,0.338,medium,good,0.2935,0.2744,0.4485,0.7256,0.2915,0.2595,0.45,0.7285
lion_cub_1,2756,1,0.8784,0.081665,0.075122,0.92,0.0116,-0.0143,0.0012,0.367,0.336,medium,good,0.2721,0.2833,0.4453,0.7548,0.2837,0.272,0.4426,0.7446
lion_cub_1,2756,2,0.8806,0.096347,0.088305,0.917,0.0116,-0.014,-0.004,0.346,0.322,medium,good,0.3269,0.2844,0.5096,0.8119,0.3252,0.2788,0.4939,0.8022
lion_cub_1,2756,3,0.8729,0.069063,0.070477,1.02,0.0075,-0.0046,0.022,0.368,0.34,medium,good,0.3446,0.2889,0.5039,0.7223,0.3398,0.2805,0.4946,0.7358
lion_cub_1,2756,4,0.8556,0.053487,0.058809,1.099,0.0084,0.0047,0.0247,0.337,0.328,medium,good,0.3458,0.3046,0.48,0.7032,0.3501,0.2974,0.489,0.7207
lion_cub_1,2757,0,0.8784,0.081665,0.075122,0.92,0.0116,-0.0143,0.0012,0.367,0.336,medium,good,0.2721,0.2833,0.4453,0.7548,0.2837,0.272,0.4426,0.7446
lion_cub_1,2757,1,0.8806,0.096347,0.088305,0.917,0.0116,-0.014,-0.004,0.346,0.322,medium,good,0.3269,0.2844,0.5096,0.8119,0.3252,0.2788,0.4939,0.8022
lion_cub_1,2757,2,0.8729,0.069063,0.070477,1.02,0.0075,-0.0046,0.022,0.368,0.34,medium,good,0.3446,0.2889,0.5039,0.7223,0.3398,0.2805,0.4946,0.7358
lion_cub_1,2757,3,0.8556,0.053487,0.058809,1.099,0.0084,0.0047,0.0247,0.337,0.328,medium,good,0.3458,0.3046,0.48,0.7032,0.3501,0.2974,0.489,0.7207
lion_cub_1,2757,4,0.7956,0.044318,0.055701,1.257,0.0052,0.0154,0.0415,0.287,0.295,small,good,0.3578,0.3785,0.4705,0.7716,0.3501,0.3525,0.4783,0.7871
lion_cub_1,2758,0,0.8806,0.096347,0.088305,0.917,0.0116,-0.014,-0.004,0.346,0.322,medium,good,0.3269,0.2844,0.5096,0.8119,0.3252,0.2788,0.4939,0.8022
lion_cub_1,2758,1,0.8729,0.069063,0.070477,1.02,0.0075,-0.0046,0.022,0.368,0.34,medium,good,0.3446,0.2889,0.5039,0.7223,0.3398,0.2805,0.4946,0.7358
lion_cub_1,2758,2,0.8556,0.053487,0.058809,1.099,0.0084,0.0047,0.0247,0.337,0.328,medium,good,0.3458,0.3046,0.48,0.7032,0.3501,0.2974,0.489,0.7207
lion_cub_1,2758,3,0.7956,0.044318,0.055701,1.257,0.0052,0.0154,0.0415,0.287,0.295,small,good,0.3578,0.3785,0.4705,0.7716,0.3501,0.3525,0.4783,0.7871
lion_cub_1,2758,4,0.859,0.038295,0.044581,1.164,0.0092,0.0087,0.0274,0.328,0.328,small,good,0.3546,0.4334,0.4668,0.7749,0.3542,0.428,0.4751,0.7969
lion_cub_1,2759,0,0.8729,0.069063,0.070477,1.02,0.0075,-0.0046,0.022,0.368,0.34,medium,good,0.3446,0.2889,0.5039,0.7223,0.3398,0.2805,0.4946,0.7358
lion_cub_1,2759,1,0.8556,0.053487,0.058809,1.099,0.0084,0.0047,0.0247,0.337,0.328,medium,good,0.3458,0.3046,0.48,0.7032,0.3501,0.2974,0.489,0.7207
lion_cub_1,2759,2,0.7956,0.044318,0.055701,1.257,0.0052,0.0154,0.0415,0.287,0.295,small,good,0.3578,0.3785,0.4705,0.7716,0.3501,0.3525,0.4783,0.7871
lion_cub_1,2759,3,0.859,0.038295,0.044581,1.164,0.0092,0.0087,0.0274,0.328,0.328,small,good,0.3546,0.4334,0.4668,0.7749,0.3542,0.428,0.4751,0.7969
lion_cub_1,2759,4,0.8593,0.049361,0.057445,1.164,0.0052,0.0129,0.0227,0.368,0.38,small,good,0.3181,0.4155,0.4529,0.7816,0.3169,0.4041,0.4646,0.793
lion_cub_1,2760,0,0.8556,0.053487,0.058809,1.099,0.0084,0.0047,0.0247,0.337,0.328,medium,good,0.3458,0.3046,0.48,0.7032,0.3501,0.2974,0.489,0.7207
lion_cub_1,2760,1,0.7956,0.044318,0.055701,1.257,0.0052,0.0154,0.0415,0.287,0.295,small,good,0.3578,0.3785,0.4705,0.7716,0.3501,0.3525,0.4783,0.7871
lion_cub_1,2760,2,0.859,0.038295,0.044581,1.164,0.0092,0.0087,0.0274,0.328,0.328,small,good,0.3546,0.4334,0.4668,0.7749,0.3542,0.428,0.4751,0.7969
lion_cub_1,2760,3,0.8593,0.049361,0.057445,1.164,0.0052,0.0129,0.0227,0.368,0.38,small,good,0.3181,0.4155,0.4529,0.7816,0.3169,0.4041,0.4646,0.793
lion_cub_1,2760,4,0.8716,0.057821,0.066334,1.147,0.0057,0.0159,0.0156,0.439,0.463,medium,good,0.2828,0.4177,0.4422,0.7805,0.2793,0.4062,0.4546,0.7847
lion_cub_1,2761,0,0.7956,0.044318,0.055701,1.257,0.0052,0.0154,0.0415,0.287,0.295,small,good,0.3578,0.3785,0.4705,0.7716,0.3501,0.3525,0.4783,0.7871
lion_cub_1,2761,1,0.859,0.038295,0.044581,1.164,0.0092,0.0087,0.0274,0.328,0.328,small,good,0.3546,0.4334,0.4668,0.7749,0.3542,0.428,0.4751,0.7969
lion_cub_1,2761,2,0.8593,0.049361,0.057445,1.164,0.0052,0.0129,0.0227,0.368,0.38,small,good,0.3181,0.4155,0.4529,0.7816,0.3169,0.4041,0.4646,0.793
lion_cub_1,2761,3,0.8716,0.057821,0.066334,1.147,0.0057,0.0159,0.0156,0.439,0.463,medium,good,0.2828,0.4177,0.4422,0.7805,0.2793,0.4062,0.4546,0.7847
lion_cub_1,2761,4,0.8437,0.058191,0.063811,1.097,0.0036,-0.0061,0.0502,0.45,0.38,medium,good,0.2683,0.4155,0.4302,0.7749,0.2749,0.3911,0.4307,0.8008
lion_cub_1,2762,0,0.859,0.038295,0.044581,1.164,0.0092,0.0087,0.0274,0.328,0.328,small,good,0.3546,0.4334,0.4668,0.7749,0.3542,0.428,0.4751,0.7969
lion_cub_1,2762,1,0.8593,0.049361,0.057445,1.164,0.0052,0.0129,0.0227,0.368,0.38,small,good,0.3181,0.4155,0.4529,0.7816,0.3169,0.4041,0.4646,0.793
lion_cub_1,2762,2,0.8716,0.057821,0.066334,1.147,0.0057,0.0159,0.0156,0.439,0.463,medium,good,0.2828,0.4177,0.4422,0.7805,0.2793,0.4062,0.4546,0.7847
lion_cub_1,2762,3,0.8437,0.058191,0.063811,1.097,0.0036,-0.0061,0.0502,0.45,0.38,medium,good,0.2683,0.4155,0.4302,0.7749,0.2749,0.3911,0.4307,0.8008
lion_cub_1,2762,4,0.8351,0.063846,0.069642,1.091,0.0191,0.0083,0.0151,0.456,0.46,medium,good,0.2734,0.4155,0.4441,0.7895,0.2773,0.3906,0.4563,0.7798
lion_cub_1,2763,0,0.8593,0.049361,0.057445,1.164,0.0052,0.0129,0.0227,0.368,0.38,small,good,0.3181,0.4155,0.4529,0.7816,0.3169,0.4041,0.4646,0.793
lion_cub_1,2763,1,0.8716,0.057821,0.066334,1.147,0.0057,0.0159,0.0156,0.439,0.463,medium,good,0.2828,0.4177,0.4422,0.7805,0.2793,0.4062,0.4546,0.7847
lion_cub_1,2763,2,0.8437,0.058191,0.063811,1.097,0.0036,-0.0061,0.0502,0.45,0.38,medium,good,0.2683,0.4155,0.4302,0.7749,0.2749,0.3911,0.4307,0.8008
lion_cub_1,2763,3,0.8351,0.063846,0.069642,1.091,0.0191,0.0083,0.0151,0.456,0.46,medium,good,0.2734,0.4155,0.4441,0.7895,0.2773,0.3906,0.4563,0.7798
lion_cub_1,2763,4,0.934,0.069776,0.072523,1.039,0.005,-0.0029,0.0198,0.544,0.508,medium,good,0.2851,0.3894,0.4799,0.7476,0.2869,0.3745,0.4788,0.7524
lion_cub_1,2764,0,0.8716,0.057821,0.066334,1.147,0.0057,0.0159,0.0156,0.439,0.463,medium,good,0.2828,0.4177,0.4422,0.7805,0.2793,0.4062,0.4546,0.7847
lion_cub_1,2764,1,0.8437,0.058191,0.063811,1.097,0.0036,-0.0061,0.0502,0.45,0.38,medium,good,0.2683,0.4155,0.4302,0.7749,0.2749,0.3911,0.4307,0.8008
lion_cub_1,2764,2,0.8351,0.063846,0.069642,1.091,0.0191,0.0083,0.0151,0.456,0.46,medium,good,0.2734,0.4155,0.4441,0.7895,0.2773,0.3906,0.4563,0.7798
lion_cub_1,2764,3,0.934,0.069776,0.072523,1.039,0.005,-0.0029,0.0198,0.544,0.508,medium,good,0.2851,0.3894,0.4799,0.7476,0.2869,0.3745,0.4788,0.7524
lion_cub_1,2764,4,0.9001,0.101096,0.102216,1.011,0.0129,0.0112,-0.0107,0.731,0.784,medium,good,0.24,0.3875,0.5119,0.7593,0.2384,0.3806,0.5215,0.7417
lion_cub_1,2765,0,0.8437,0.058191,0.063811,1.097,0.0036,-0.0061,0.0502,0.45,0.38,medium,good,0.2683,0.4155,0.4302,0.7749,0.2749,0.3911,0.4307,0.8008
lion_cub_1,2765,1,0.8351,0.063846,0.069642,1.091,0.0191,0.0083,0.0151,0.456,0.46,medium,good,0.2734,0.4155,0.4441,0.7895,0.2773,0.3906,0.4563,0.7798
lion_cub_1,2765,2,0.934,0.069776,0.072523,1.039,0.005,-0.0029,0.0198,0.544,0.508,medium,good,0.2851,0.3894,0.4799,0.7476,0.2869,0.3745,0.4788,0.7524
